""	"DayOfWeek"	"Status"	"TimeOfDay"	"Years"	"ArrDep"	"Month"	"NumberOfFlights"
"5116"	"Sun"	"Medium Delay"	"Night"	"1995-2001"	"Arriving"	"May"	101
"5117"	"Sun"	"Medium Delay"	"Night"	"1995-2001"	"Arriving"	"Nov"	121
"5118"	"Sun"	"Medium Delay"	"Night"	"1995-2001"	"Arriving"	"Oct"	117
"5119"	"Sun"	"Medium Delay"	"Night"	"1995-2001"	"Arriving"	"Sept"	104
"5120"	"Sun"	"Medium Delay"	"Night"	"1995-2001"	"Departing"	"Apr"	115
"5121"	"Sun"	"Medium Delay"	"Night"	"1995-2001"	"Departing"	"Aug"	164
"5122"	"Sun"	"Medium Delay"	"Night"	"1995-2001"	"Departing"	"Dec"	96
"5123"	"Sun"	"Medium Delay"	"Night"	"1995-2001"	"Departing"	"Feb"	76
"5124"	"Sun"	"Medium Delay"	"Night"	"1995-2001"	"Departing"	"Jan"	111
"5125"	"Sun"	"Medium Delay"	"Night"	"1995-2001"	"Departing"	"Jul"	140
"5126"	"Sun"	"Medium Delay"	"Night"	"1995-2001"	"Departing"	"Jun"	145
"5127"	"Sun"	"Medium Delay"	"Night"	"1995-2001"	"Departing"	"Mar"	103
"5128"	"Sun"	"Medium Delay"	"Night"	"1995-2001"	"Departing"	"May"	86
"5129"	"Sun"	"Medium Delay"	"Night"	"1995-2001"	"Departing"	"Nov"	90
"5130"	"Sun"	"Medium Delay"	"Night"	"1995-2001"	"Departing"	"Oct"	93
"5131"	"Sun"	"Medium Delay"	"Night"	"1995-2001"	"Departing"	"Sept"	61
"5132"	"Sun"	"Medium Delay"	"Night"	"2002-2008"	"Arriving"	"Apr"	112
"5133"	"Sun"	"Medium Delay"	"Night"	"2002-2008"	"Arriving"	"Aug"	111
"5134"	"Sun"	"Medium Delay"	"Night"	"2002-2008"	"Arriving"	"Dec"	101
"5135"	"Sun"	"Medium Delay"	"Night"	"2002-2008"	"Arriving"	"Feb"	95
"5136"	"Sun"	"Medium Delay"	"Night"	"2002-2008"	"Arriving"	"Jan"	104
"5137"	"Sun"	"Medium Delay"	"Night"	"2002-2008"	"Arriving"	"Jul"	125
"5138"	"Sun"	"Medium Delay"	"Night"	"2002-2008"	"Arriving"	"Jun"	109
"5139"	"Sun"	"Medium Delay"	"Night"	"2002-2008"	"Arriving"	"Mar"	128
"5140"	"Sun"	"Medium Delay"	"Night"	"2002-2008"	"Arriving"	"May"	86
"5141"	"Sun"	"Medium Delay"	"Night"	"2002-2008"	"Arriving"	"Nov"	91
"5142"	"Sun"	"Medium Delay"	"Night"	"2002-2008"	"Arriving"	"Oct"	89
"5143"	"Sun"	"Medium Delay"	"Night"	"2002-2008"	"Arriving"	"Sept"	84
"5144"	"Sun"	"Medium Delay"	"Night"	"2002-2008"	"Departing"	"Apr"	51
"5145"	"Sun"	"Medium Delay"	"Night"	"2002-2008"	"Departing"	"Aug"	75
"5146"	"Sun"	"Medium Delay"	"Night"	"2002-2008"	"Departing"	"Dec"	71
"5147"	"Sun"	"Medium Delay"	"Night"	"2002-2008"	"Departing"	"Feb"	65
"5148"	"Sun"	"Medium Delay"	"Night"	"2002-2008"	"Departing"	"Jan"	64
"5149"	"Sun"	"Medium Delay"	"Night"	"2002-2008"	"Departing"	"Jul"	86
"5150"	"Sun"	"Medium Delay"	"Night"	"2002-2008"	"Departing"	"Jun"	80
"5151"	"Sun"	"Medium Delay"	"Night"	"2002-2008"	"Departing"	"Mar"	68
"5152"	"Sun"	"Medium Delay"	"Night"	"2002-2008"	"Departing"	"May"	34
"5153"	"Sun"	"Medium Delay"	"Night"	"2002-2008"	"Departing"	"Nov"	63
"5154"	"Sun"	"Medium Delay"	"Night"	"2002-2008"	"Departing"	"Oct"	44
"5155"	"Sun"	"Medium Delay"	"Night"	"2002-2008"	"Departing"	"Sept"	43
"5156"	"Sun"	"On Time"	"Evening"	"1988-1994"	"Arriving"	"Apr"	2249
"5157"	"Sun"	"On Time"	"Evening"	"1988-1994"	"Arriving"	"Aug"	2121
"5158"	"Sun"	"On Time"	"Evening"	"1988-1994"	"Arriving"	"Dec"	2015
"5159"	"Sun"	"On Time"	"Evening"	"1988-1994"	"Arriving"	"Feb"	1879
"5160"	"Sun"	"On Time"	"Evening"	"1988-1994"	"Arriving"	"Jan"	1946
"5161"	"Sun"	"On Time"	"Evening"	"1988-1994"	"Arriving"	"Jul"	2163
"5162"	"Sun"	"On Time"	"Evening"	"1988-1994"	"Arriving"	"Jun"	1988
"5163"	"Sun"	"On Time"	"Evening"	"1988-1994"	"Arriving"	"Mar"	1984
"5164"	"Sun"	"On Time"	"Evening"	"1988-1994"	"Arriving"	"May"	2617
"5165"	"Sun"	"On Time"	"Evening"	"1988-1994"	"Arriving"	"Nov"	1818
"5166"	"Sun"	"On Time"	"Evening"	"1988-1994"	"Arriving"	"Oct"	2154
"5167"	"Sun"	"On Time"	"Evening"	"1988-1994"	"Arriving"	"Sept"	2263
"5168"	"Sun"	"On Time"	"Evening"	"1988-1994"	"Departing"	"Apr"	2064
"5169"	"Sun"	"On Time"	"Evening"	"1988-1994"	"Departing"	"Aug"	1934
"5170"	"Sun"	"On Time"	"Evening"	"1988-1994"	"Departing"	"Dec"	2004
"5171"	"Sun"	"On Time"	"Evening"	"1988-1994"	"Departing"	"Feb"	1762
"5172"	"Sun"	"On Time"	"Evening"	"1988-1994"	"Departing"	"Jan"	1845
"5173"	"Sun"	"On Time"	"Evening"	"1988-1994"	"Departing"	"Jul"	1995
"5174"	"Sun"	"On Time"	"Evening"	"1988-1994"	"Departing"	"Jun"	1820
"5175"	"Sun"	"On Time"	"Evening"	"1988-1994"	"Departing"	"Mar"	1847
"5176"	"Sun"	"On Time"	"Evening"	"1988-1994"	"Departing"	"May"	2381
"5177"	"Sun"	"On Time"	"Evening"	"1988-1994"	"Departing"	"Nov"	1695
"5178"	"Sun"	"On Time"	"Evening"	"1988-1994"	"Departing"	"Oct"	2248
"5179"	"Sun"	"On Time"	"Evening"	"1988-1994"	"Departing"	"Sept"	2088
"5180"	"Sun"	"On Time"	"Evening"	"1995-2001"	"Arriving"	"Apr"	2573
"5181"	"Sun"	"On Time"	"Evening"	"1995-2001"	"Arriving"	"Aug"	2454
"5182"	"Sun"	"On Time"	"Evening"	"1995-2001"	"Arriving"	"Dec"	2438
"5183"	"Sun"	"On Time"	"Evening"	"1995-2001"	"Arriving"	"Feb"	2549
"5184"	"Sun"	"On Time"	"Evening"	"1995-2001"	"Arriving"	"Jan"	2403
"5185"	"Sun"	"On Time"	"Evening"	"1995-2001"	"Arriving"	"Jul"	2651
"5186"	"Sun"	"On Time"	"Evening"	"1995-2001"	"Arriving"	"Jun"	2450
"5187"	"Sun"	"On Time"	"Evening"	"1995-2001"	"Arriving"	"Mar"	2407
"5188"	"Sun"	"On Time"	"Evening"	"1995-2001"	"Arriving"	"May"	2596
"5189"	"Sun"	"On Time"	"Evening"	"1995-2001"	"Arriving"	"Nov"	2601
"5190"	"Sun"	"On Time"	"Evening"	"1995-2001"	"Arriving"	"Oct"	2759
"5191"	"Sun"	"On Time"	"Evening"	"1995-2001"	"Arriving"	"Sept"	2711
"5192"	"Sun"	"On Time"	"Evening"	"1995-2001"	"Departing"	"Apr"	2356
"5193"	"Sun"	"On Time"	"Evening"	"1995-2001"	"Departing"	"Aug"	1987
"5194"	"Sun"	"On Time"	"Evening"	"1995-2001"	"Departing"	"Dec"	2085
"5195"	"Sun"	"On Time"	"Evening"	"1995-2001"	"Departing"	"Feb"	2365
"5196"	"Sun"	"On Time"	"Evening"	"1995-2001"	"Departing"	"Jan"	2177
"5197"	"Sun"	"On Time"	"Evening"	"1995-2001"	"Departing"	"Jul"	2061
"5198"	"Sun"	"On Time"	"Evening"	"1995-2001"	"Departing"	"Jun"	1863
"5199"	"Sun"	"On Time"	"Evening"	"1995-2001"	"Departing"	"Mar"	2245
"5200"	"Sun"	"On Time"	"Evening"	"1995-2001"	"Departing"	"May"	2306
"5201"	"Sun"	"On Time"	"Evening"	"1995-2001"	"Departing"	"Nov"	2421
"5202"	"Sun"	"On Time"	"Evening"	"1995-2001"	"Departing"	"Oct"	2423
"5203"	"Sun"	"On Time"	"Evening"	"1995-2001"	"Departing"	"Sept"	2442
"5204"	"Sun"	"On Time"	"Evening"	"2002-2008"	"Arriving"	"Apr"	2654
"5205"	"Sun"	"On Time"	"Evening"	"2002-2008"	"Arriving"	"Aug"	2737
"5206"	"Sun"	"On Time"	"Evening"	"2002-2008"	"Arriving"	"Dec"	2115
"5207"	"Sun"	"On Time"	"Evening"	"2002-2008"	"Arriving"	"Feb"	2057
"5208"	"Sun"	"On Time"	"Evening"	"2002-2008"	"Arriving"	"Jan"	2398
"5209"	"Sun"	"On Time"	"Evening"	"2002-2008"	"Arriving"	"Jul"	2506
"5210"	"Sun"	"On Time"	"Evening"	"2002-2008"	"Arriving"	"Jun"	2695
"5211"	"Sun"	"On Time"	"Evening"	"2002-2008"	"Arriving"	"Mar"	2614
"5212"	"Sun"	"On Time"	"Evening"	"2002-2008"	"Arriving"	"May"	2614
"5213"	"Sun"	"On Time"	"Evening"	"2002-2008"	"Arriving"	"Nov"	2471
"5214"	"Sun"	"On Time"	"Evening"	"2002-2008"	"Arriving"	"Oct"	2774
"5215"	"Sun"	"On Time"	"Evening"	"2002-2008"	"Arriving"	"Sept"	2648
"5216"	"Sun"	"On Time"	"Evening"	"2002-2008"	"Departing"	"Apr"	2548
"5217"	"Sun"	"On Time"	"Evening"	"2002-2008"	"Departing"	"Aug"	2462
"5218"	"Sun"	"On Time"	"Evening"	"2002-2008"	"Departing"	"Dec"	1932
"5219"	"Sun"	"On Time"	"Evening"	"2002-2008"	"Departing"	"Feb"	2034
"5220"	"Sun"	"On Time"	"Evening"	"2002-2008"	"Departing"	"Jan"	2201
"5221"	"Sun"	"On Time"	"Evening"	"2002-2008"	"Departing"	"Jul"	2122
"5222"	"Sun"	"On Time"	"Evening"	"2002-2008"	"Departing"	"Jun"	2386
"5223"	"Sun"	"On Time"	"Evening"	"2002-2008"	"Departing"	"Mar"	2464
"5224"	"Sun"	"On Time"	"Evening"	"2002-2008"	"Departing"	"May"	2506
"5225"	"Sun"	"On Time"	"Evening"	"2002-2008"	"Departing"	"Nov"	2413
"5226"	"Sun"	"On Time"	"Evening"	"2002-2008"	"Departing"	"Oct"	2663
"5227"	"Sun"	"On Time"	"Evening"	"2002-2008"	"Departing"	"Sept"	2480
"5228"	"Sun"	"On Time"	"Mid-Day"	"1988-1994"	"Arriving"	"Apr"	2170
"5229"	"Sun"	"On Time"	"Mid-Day"	"1988-1994"	"Arriving"	"Aug"	2209
"5230"	"Sun"	"On Time"	"Mid-Day"	"1988-1994"	"Arriving"	"Dec"	2096
"5231"	"Sun"	"On Time"	"Mid-Day"	"1988-1994"	"Arriving"	"Feb"	1892
"5232"	"Sun"	"On Time"	"Mid-Day"	"1988-1994"	"Arriving"	"Jan"	1930
"5233"	"Sun"	"On Time"	"Mid-Day"	"1988-1994"	"Arriving"	"Jul"	2299
"5234"	"Sun"	"On Time"	"Mid-Day"	"1988-1994"	"Arriving"	"Jun"	2107
"5235"	"Sun"	"On Time"	"Mid-Day"	"1988-1994"	"Arriving"	"Mar"	1913
"5236"	"Sun"	"On Time"	"Mid-Day"	"1988-1994"	"Arriving"	"May"	2484
"5237"	"Sun"	"On Time"	"Mid-Day"	"1988-1994"	"Arriving"	"Nov"	2132
"5238"	"Sun"	"On Time"	"Mid-Day"	"1988-1994"	"Arriving"	"Oct"	2413
"5239"	"Sun"	"On Time"	"Mid-Day"	"1988-1994"	"Arriving"	"Sept"	2338
"5240"	"Sun"	"On Time"	"Mid-Day"	"1988-1994"	"Departing"	"Apr"	2352
"5241"	"Sun"	"On Time"	"Mid-Day"	"1988-1994"	"Departing"	"Aug"	2252
"5242"	"Sun"	"On Time"	"Mid-Day"	"1988-1994"	"Departing"	"Dec"	2167
"5243"	"Sun"	"On Time"	"Mid-Day"	"1988-1994"	"Departing"	"Feb"	2020
"5244"	"Sun"	"On Time"	"Mid-Day"	"1988-1994"	"Departing"	"Jan"	2115
"5245"	"Sun"	"On Time"	"Mid-Day"	"1988-1994"	"Departing"	"Jul"	2405
"5246"	"Sun"	"On Time"	"Mid-Day"	"1988-1994"	"Departing"	"Jun"	2204
"5247"	"Sun"	"On Time"	"Mid-Day"	"1988-1994"	"Departing"	"Mar"	2048
"5248"	"Sun"	"On Time"	"Mid-Day"	"1988-1994"	"Departing"	"May"	2663
"5249"	"Sun"	"On Time"	"Mid-Day"	"1988-1994"	"Departing"	"Nov"	2212
"5250"	"Sun"	"On Time"	"Mid-Day"	"1988-1994"	"Departing"	"Oct"	2588
"5251"	"Sun"	"On Time"	"Mid-Day"	"1988-1994"	"Departing"	"Sept"	2528
"5252"	"Sun"	"On Time"	"Mid-Day"	"1995-2001"	"Arriving"	"Apr"	2954
"5253"	"Sun"	"On Time"	"Mid-Day"	"1995-2001"	"Arriving"	"Aug"	2800
"5254"	"Sun"	"On Time"	"Mid-Day"	"1995-2001"	"Arriving"	"Dec"	2690
"5255"	"Sun"	"On Time"	"Mid-Day"	"1995-2001"	"Arriving"	"Feb"	2682
"5256"	"Sun"	"On Time"	"Mid-Day"	"1995-2001"	"Arriving"	"Jan"	2559
"5257"	"Sun"	"On Time"	"Mid-Day"	"1995-2001"	"Arriving"	"Jul"	2969
"5258"	"Sun"	"On Time"	"Mid-Day"	"1995-2001"	"Arriving"	"Jun"	2831
"5259"	"Sun"	"On Time"	"Mid-Day"	"1995-2001"	"Arriving"	"Mar"	2752
"5260"	"Sun"	"On Time"	"Mid-Day"	"1995-2001"	"Arriving"	"May"	2905
"5261"	"Sun"	"On Time"	"Mid-Day"	"1995-2001"	"Arriving"	"Nov"	2895
"5262"	"Sun"	"On Time"	"Mid-Day"	"1995-2001"	"Arriving"	"Oct"	3156
"5263"	"Sun"	"On Time"	"Mid-Day"	"1995-2001"	"Arriving"	"Sept"	2977
"5264"	"Sun"	"On Time"	"Mid-Day"	"1995-2001"	"Departing"	"Apr"	2568
"5265"	"Sun"	"On Time"	"Mid-Day"	"1995-2001"	"Departing"	"Aug"	2125
"5266"	"Sun"	"On Time"	"Mid-Day"	"1995-2001"	"Departing"	"Dec"	2101
"5267"	"Sun"	"On Time"	"Mid-Day"	"1995-2001"	"Departing"	"Feb"	2379
"5268"	"Sun"	"On Time"	"Mid-Day"	"1995-2001"	"Departing"	"Jan"	2113
"5269"	"Sun"	"On Time"	"Mid-Day"	"1995-2001"	"Departing"	"Jul"	2140
"5270"	"Sun"	"On Time"	"Mid-Day"	"1995-2001"	"Departing"	"Jun"	2021
"5271"	"Sun"	"On Time"	"Mid-Day"	"1995-2001"	"Departing"	"Mar"	2327
"5272"	"Sun"	"On Time"	"Mid-Day"	"1995-2001"	"Departing"	"May"	2570
"5273"	"Sun"	"On Time"	"Mid-Day"	"1995-2001"	"Departing"	"Nov"	2460
"5274"	"Sun"	"On Time"	"Mid-Day"	"1995-2001"	"Departing"	"Oct"	2568
"5275"	"Sun"	"On Time"	"Mid-Day"	"1995-2001"	"Departing"	"Sept"	2486
"5276"	"Sun"	"On Time"	"Mid-Day"	"2002-2008"	"Arriving"	"Apr"	2818
"5277"	"Sun"	"On Time"	"Mid-Day"	"2002-2008"	"Arriving"	"Aug"	3192
"5278"	"Sun"	"On Time"	"Mid-Day"	"2002-2008"	"Arriving"	"Dec"	2292
"5279"	"Sun"	"On Time"	"Mid-Day"	"2002-2008"	"Arriving"	"Feb"	2296
"5280"	"Sun"	"On Time"	"Mid-Day"	"2002-2008"	"Arriving"	"Jan"	2497
"5281"	"Sun"	"On Time"	"Mid-Day"	"2002-2008"	"Arriving"	"Jul"	3189
"5282"	"Sun"	"On Time"	"Mid-Day"	"2002-2008"	"Arriving"	"Jun"	3148
"5283"	"Sun"	"On Time"	"Mid-Day"	"2002-2008"	"Arriving"	"Mar"	2746
"5284"	"Sun"	"On Time"	"Mid-Day"	"2002-2008"	"Arriving"	"May"	2848
"5285"	"Sun"	"On Time"	"Mid-Day"	"2002-2008"	"Arriving"	"Nov"	2742
"5286"	"Sun"	"On Time"	"Mid-Day"	"2002-2008"	"Arriving"	"Oct"	2928
"5287"	"Sun"	"On Time"	"Mid-Day"	"2002-2008"	"Arriving"	"Sept"	2941
"5288"	"Sun"	"On Time"	"Mid-Day"	"2002-2008"	"Departing"	"Apr"	3342
"5289"	"Sun"	"On Time"	"Mid-Day"	"2002-2008"	"Departing"	"Aug"	3069
"5290"	"Sun"	"On Time"	"Mid-Day"	"2002-2008"	"Departing"	"Dec"	2552
"5291"	"Sun"	"On Time"	"Mid-Day"	"2002-2008"	"Departing"	"Feb"	2649
"5292"	"Sun"	"On Time"	"Mid-Day"	"2002-2008"	"Departing"	"Jan"	2890
"5293"	"Sun"	"On Time"	"Mid-Day"	"2002-2008"	"Departing"	"Jul"	2897
"5294"	"Sun"	"On Time"	"Mid-Day"	"2002-2008"	"Departing"	"Jun"	3228
"5295"	"Sun"	"On Time"	"Mid-Day"	"2002-2008"	"Departing"	"Mar"	3006
"5296"	"Sun"	"On Time"	"Mid-Day"	"2002-2008"	"Departing"	"May"	3546
"5297"	"Sun"	"On Time"	"Mid-Day"	"2002-2008"	"Departing"	"Nov"	3088
"5298"	"Sun"	"On Time"	"Mid-Day"	"2002-2008"	"Departing"	"Oct"	3345
"5299"	"Sun"	"On Time"	"Mid-Day"	"2002-2008"	"Departing"	"Sept"	3235
"5300"	"Sun"	"On Time"	"Morning"	"1988-1994"	"Arriving"	"Apr"	867
"5301"	"Sun"	"On Time"	"Morning"	"1988-1994"	"Arriving"	"Aug"	964
"5302"	"Sun"	"On Time"	"Morning"	"1988-1994"	"Arriving"	"Dec"	738
"5303"	"Sun"	"On Time"	"Morning"	"1988-1994"	"Arriving"	"Feb"	675
"5304"	"Sun"	"On Time"	"Morning"	"1988-1994"	"Arriving"	"Jan"	676
"5305"	"Sun"	"On Time"	"Morning"	"1988-1994"	"Arriving"	"Jul"	917
"5306"	"Sun"	"On Time"	"Morning"	"1988-1994"	"Arriving"	"Jun"	893
"5307"	"Sun"	"On Time"	"Morning"	"1988-1994"	"Arriving"	"Mar"	742
"5308"	"Sun"	"On Time"	"Morning"	"1988-1994"	"Arriving"	"May"	960
"5309"	"Sun"	"On Time"	"Morning"	"1988-1994"	"Arriving"	"Nov"	732
"5310"	"Sun"	"On Time"	"Morning"	"1988-1994"	"Arriving"	"Oct"	859
"5311"	"Sun"	"On Time"	"Morning"	"1988-1994"	"Arriving"	"Sept"	806
"5312"	"Sun"	"On Time"	"Morning"	"1988-1994"	"Departing"	"Apr"	1625
"5313"	"Sun"	"On Time"	"Morning"	"1988-1994"	"Departing"	"Aug"	1661
"5314"	"Sun"	"On Time"	"Morning"	"1988-1994"	"Departing"	"Dec"	1371
"5315"	"Sun"	"On Time"	"Morning"	"1988-1994"	"Departing"	"Feb"	1362
"5316"	"Sun"	"On Time"	"Morning"	"1988-1994"	"Departing"	"Jan"	1339
"5317"	"Sun"	"On Time"	"Morning"	"1988-1994"	"Departing"	"Jul"	1700
"5318"	"Sun"	"On Time"	"Morning"	"1988-1994"	"Departing"	"Jun"	1541
"5319"	"Sun"	"On Time"	"Morning"	"1988-1994"	"Departing"	"Mar"	1399
"5320"	"Sun"	"On Time"	"Morning"	"1988-1994"	"Departing"	"May"	1740
"5321"	"Sun"	"On Time"	"Morning"	"1988-1994"	"Departing"	"Nov"	1486
"5322"	"Sun"	"On Time"	"Morning"	"1988-1994"	"Departing"	"Oct"	1716
"5323"	"Sun"	"On Time"	"Morning"	"1988-1994"	"Departing"	"Sept"	1587
"5324"	"Sun"	"On Time"	"Morning"	"1995-2001"	"Arriving"	"Apr"	1034
"5325"	"Sun"	"On Time"	"Morning"	"1995-2001"	"Arriving"	"Aug"	1199
"5326"	"Sun"	"On Time"	"Morning"	"1995-2001"	"Arriving"	"Dec"	889
"5327"	"Sun"	"On Time"	"Morning"	"1995-2001"	"Arriving"	"Feb"	892
"5328"	"Sun"	"On Time"	"Morning"	"1995-2001"	"Arriving"	"Jan"	892
"5329"	"Sun"	"On Time"	"Morning"	"1995-2001"	"Arriving"	"Jul"	1349
"5330"	"Sun"	"On Time"	"Morning"	"1995-2001"	"Arriving"	"Jun"	1205
"5331"	"Sun"	"On Time"	"Morning"	"1995-2001"	"Arriving"	"Mar"	962
"5332"	"Sun"	"On Time"	"Morning"	"1995-2001"	"Arriving"	"May"	1053
"5333"	"Sun"	"On Time"	"Morning"	"1995-2001"	"Arriving"	"Nov"	936
"5334"	"Sun"	"On Time"	"Morning"	"1995-2001"	"Arriving"	"Oct"	1077
"5335"	"Sun"	"On Time"	"Morning"	"1995-2001"	"Arriving"	"Sept"	989
"5336"	"Sun"	"On Time"	"Morning"	"1995-2001"	"Departing"	"Apr"	1896
"5337"	"Sun"	"On Time"	"Morning"	"1995-2001"	"Departing"	"Aug"	1716
"5338"	"Sun"	"On Time"	"Morning"	"1995-2001"	"Departing"	"Dec"	1372
"5339"	"Sun"	"On Time"	"Morning"	"1995-2001"	"Departing"	"Feb"	1531
"5340"	"Sun"	"On Time"	"Morning"	"1995-2001"	"Departing"	"Jan"	1493
"5341"	"Sun"	"On Time"	"Morning"	"1995-2001"	"Departing"	"Jul"	1721
"5342"	"Sun"	"On Time"	"Morning"	"1995-2001"	"Departing"	"Jun"	1634
"5343"	"Sun"	"On Time"	"Morning"	"1995-2001"	"Departing"	"Mar"	1623
"5344"	"Sun"	"On Time"	"Morning"	"1995-2001"	"Departing"	"May"	1728
"5345"	"Sun"	"On Time"	"Morning"	"1995-2001"	"Departing"	"Nov"	1647
"5346"	"Sun"	"On Time"	"Morning"	"1995-2001"	"Departing"	"Oct"	1879
"5347"	"Sun"	"On Time"	"Morning"	"1995-2001"	"Departing"	"Sept"	1707
"5348"	"Sun"	"On Time"	"Morning"	"2002-2008"	"Arriving"	"Apr"	1150
"5349"	"Sun"	"On Time"	"Morning"	"2002-2008"	"Arriving"	"Aug"	1414
"5350"	"Sun"	"On Time"	"Morning"	"2002-2008"	"Arriving"	"Dec"	848
"5351"	"Sun"	"On Time"	"Morning"	"2002-2008"	"Arriving"	"Feb"	881
"5352"	"Sun"	"On Time"	"Morning"	"2002-2008"	"Arriving"	"Jan"	987
"5353"	"Sun"	"On Time"	"Morning"	"2002-2008"	"Arriving"	"Jul"	1401
"5354"	"Sun"	"On Time"	"Morning"	"2002-2008"	"Arriving"	"Jun"	1371
"5355"	"Sun"	"On Time"	"Morning"	"2002-2008"	"Arriving"	"Mar"	1057
"5356"	"Sun"	"On Time"	"Morning"	"2002-2008"	"Arriving"	"May"	1210
"5357"	"Sun"	"On Time"	"Morning"	"2002-2008"	"Arriving"	"Nov"	1074
"5358"	"Sun"	"On Time"	"Morning"	"2002-2008"	"Arriving"	"Oct"	1118
"5359"	"Sun"	"On Time"	"Morning"	"2002-2008"	"Arriving"	"Sept"	1122
"5360"	"Sun"	"On Time"	"Morning"	"2002-2008"	"Departing"	"Apr"	1815
"5361"	"Sun"	"On Time"	"Morning"	"2002-2008"	"Departing"	"Aug"	1809
"5362"	"Sun"	"On Time"	"Morning"	"2002-2008"	"Departing"	"Dec"	1437
"5363"	"Sun"	"On Time"	"Morning"	"2002-2008"	"Departing"	"Feb"	1423
"5364"	"Sun"	"On Time"	"Morning"	"2002-2008"	"Departing"	"Jan"	1519
"5365"	"Sun"	"On Time"	"Morning"	"2002-2008"	"Departing"	"Jul"	1763
"5366"	"Sun"	"On Time"	"Morning"	"2002-2008"	"Departing"	"Jun"	1836
"5367"	"Sun"	"On Time"	"Morning"	"2002-2008"	"Departing"	"Mar"	1580
"5368"	"Sun"	"On Time"	"Morning"	"2002-2008"	"Departing"	"May"	1838
"5369"	"Sun"	"On Time"	"Morning"	"2002-2008"	"Departing"	"Nov"	1769
"5370"	"Sun"	"On Time"	"Morning"	"2002-2008"	"Departing"	"Oct"	1768
"5371"	"Sun"	"On Time"	"Morning"	"2002-2008"	"Departing"	"Sept"	1624
"5372"	"Sun"	"On Time"	"Night"	"1988-1994"	"Arriving"	"Apr"	178
"5373"	"Sun"	"On Time"	"Night"	"1988-1994"	"Arriving"	"Aug"	184
"5374"	"Sun"	"On Time"	"Night"	"1988-1994"	"Arriving"	"Dec"	166
"5375"	"Sun"	"On Time"	"Night"	"1988-1994"	"Arriving"	"Feb"	140
"5376"	"Sun"	"On Time"	"Night"	"1988-1994"	"Arriving"	"Jan"	158
"5377"	"Sun"	"On Time"	"Night"	"1988-1994"	"Arriving"	"Jul"	176
"5378"	"Sun"	"On Time"	"Night"	"1988-1994"	"Arriving"	"Jun"	193
"5379"	"Sun"	"On Time"	"Night"	"1988-1994"	"Arriving"	"Mar"	133
"5380"	"Sun"	"On Time"	"Night"	"1988-1994"	"Arriving"	"May"	198
"5381"	"Sun"	"On Time"	"Night"	"1988-1994"	"Arriving"	"Nov"	145
"5382"	"Sun"	"On Time"	"Night"	"1988-1994"	"Arriving"	"Oct"	158
"5383"	"Sun"	"On Time"	"Night"	"1988-1994"	"Arriving"	"Sept"	185
"5384"	"Sun"	"On Time"	"Night"	"1988-1994"	"Departing"	"Apr"	176
"5385"	"Sun"	"On Time"	"Night"	"1988-1994"	"Departing"	"Aug"	159
"5386"	"Sun"	"On Time"	"Night"	"1988-1994"	"Departing"	"Dec"	131
"5387"	"Sun"	"On Time"	"Night"	"1988-1994"	"Departing"	"Feb"	138
"5388"	"Sun"	"On Time"	"Night"	"1988-1994"	"Departing"	"Jan"	152
"5389"	"Sun"	"On Time"	"Night"	"1988-1994"	"Departing"	"Jul"	179
"5390"	"Sun"	"On Time"	"Night"	"1988-1994"	"Departing"	"Jun"	173
"5391"	"Sun"	"On Time"	"Night"	"1988-1994"	"Departing"	"Mar"	157
"5392"	"Sun"	"On Time"	"Night"	"1988-1994"	"Departing"	"May"	164
"5393"	"Sun"	"On Time"	"Night"	"1988-1994"	"Departing"	"Nov"	143
"5394"	"Sun"	"On Time"	"Night"	"1988-1994"	"Departing"	"Oct"	141
"5395"	"Sun"	"On Time"	"Night"	"1988-1994"	"Departing"	"Sept"	178
"5396"	"Sun"	"On Time"	"Night"	"1995-2001"	"Arriving"	"Apr"	252
"5397"	"Sun"	"On Time"	"Night"	"1995-2001"	"Arriving"	"Aug"	278
"5398"	"Sun"	"On Time"	"Night"	"1995-2001"	"Arriving"	"Dec"	316
"5399"	"Sun"	"On Time"	"Night"	"1995-2001"	"Arriving"	"Feb"	262
"5400"	"Sun"	"On Time"	"Night"	"1995-2001"	"Arriving"	"Jan"	285
"5401"	"Sun"	"On Time"	"Night"	"1995-2001"	"Arriving"	"Jul"	230
"5402"	"Sun"	"On Time"	"Night"	"1995-2001"	"Arriving"	"Jun"	264
"5403"	"Sun"	"On Time"	"Night"	"1995-2001"	"Arriving"	"Mar"	243
"5404"	"Sun"	"On Time"	"Night"	"1995-2001"	"Arriving"	"May"	216
"5405"	"Sun"	"On Time"	"Night"	"1995-2001"	"Arriving"	"Nov"	298
"5406"	"Sun"	"On Time"	"Night"	"1995-2001"	"Arriving"	"Oct"	257
"5407"	"Sun"	"On Time"	"Night"	"1995-2001"	"Arriving"	"Sept"	241
"5408"	"Sun"	"On Time"	"Night"	"1995-2001"	"Departing"	"Apr"	351
"5409"	"Sun"	"On Time"	"Night"	"1995-2001"	"Departing"	"Aug"	312
"5410"	"Sun"	"On Time"	"Night"	"1995-2001"	"Departing"	"Dec"	413
"5411"	"Sun"	"On Time"	"Night"	"1995-2001"	"Departing"	"Feb"	346
"5412"	"Sun"	"On Time"	"Night"	"1995-2001"	"Departing"	"Jan"	440
